ID2,municipality,urban,pi_lowincome_1981_1984,pi_lowincome_1985_1989,pi_lowincome_1990_1994,pi_lowincome_1995_1999,pi_lowincome_2000_2004,pi_lowincome_2005_2009,pi_lowincome_2010_2014,pi_basiceducation_1981_1984,pi_basiceducation_1985_1989,pi_basiceducation_1990_1994,pi_basiceducation_1995_1999,pi_basiceducation_2000_2004,pi_basiceducation_2005_2009,pi_basiceducation_2010_2014,pi_notemployed_1981_1984,pi_notemployed_1985_1989,pi_notemployed_1990_1994,pi_notemployed_1995_1999,pi_notemployed_2000_2004,pi_notemployed_2005_2009,pi_notemployed_2010_2014,pi_manuallabour_1991_1994,pi_manuallabour_1995_1999,pi_manuallabour_2000_2004,pi_manuallabour_2005_2009,pi_manuallabour_2010_2014,ph_overcrowded_1981_1984,ph_overcrowded_1985_1989,ph_overcrowded_1990_1994,ph_overcrowded_1995_1999,ph_overcrowded_2000_2004,ph_overcrowded_2005_2009,ph_overcrowded_2010_2014,ph_nocarowned_2003_2009,ph_nocarowned_2010_2014,ph_oneadult_1981_1984,ph_oneadult_1985_1989,ph_oneadult_1990_1994,ph_oneadult_1995_1999,ph_oneadult_2000_2004,ph_oneadult_2005_2009,ph_oneadult_2010_2014,ph_rentedaccommodation_2000_2009,ph_rentedaccommodation_2010_2014,pi_residentialtransience_1981_19,pi_residentialtransience_1985_19,pi_residentialtransience_1990_19,pi_residentialtransience_1995_19,pi_residentialtransience_2000_20,pi_residentialtransience_2005_20,pi_residentialtransience_2010_20,pi_anycrime_1991_1994,pi_anycrime_1995_1999,pi_anycrime_2000_2004,pi_anycrime_2005_2009,pi_anycrime_2010_2014,pi_foreignborn_1981_1984,pi_foreignborn_1985_1989,pi_foreignborn_1990_1994,pi_foreignborn_1995_1999,pi_foreignborn_2000_2004,pi_foreignborn_2005_2009,pi_foreignborn_2010_2014,pi_anycharlson_1987_1989,pi_anycharlson_1990_1994,pi_anycharlson_1995_1999,pi_anycharlson_2000_2004,pi_anycharlson_2005_2009,pi_anycharlson_2010_2014,population_density_1981_1984,population_density_1985_1989,population_density_1990_1994,population_density_1995_1999,population_density_2000_2004,population_density_2005_2009,population_density_2010_2014,pi_age_grp1_1981_1984,pi_age_grp1_1985_1989,pi_age_grp1_1990_1994,pi_age_grp1_1995_1999,pi_age_grp1_2000_2004,pi_age_grp1_2005_2009,pi_age_grp1_2010_2014,pi_age_grp2_1981_1984,pi_age_grp2_1985_1989,pi_age_grp2_1990_1994,pi_age_grp2_1995_1999,pi_age_grp2_2000_2004,pi_age_grp2_2005_2009,pi_age_grp2_2010_2014,pi_age_grp3_1981_1984,pi_age_grp3_1985_1989,pi_age_grp3_1990_1994,pi_age_grp3_1995_1999,pi_age_grp3_2000_2004,pi_age_grp3_2005_2009,pi_age_grp3_2010_2014,pi_age_grp4_1981_1984,pi_age_grp4_1985_1989,pi_age_grp4_1990_1994,pi_age_grp4_1995_1999,pi_age_grp4_2000_2004,pi_age_grp4_2005_2009,pi_age_grp4_2010_2014,pi_age_grp5_1981_1984,pi_age_grp5_1985_1989,pi_age_grp5_1990_1994,pi_age_grp5_1995_1999,pi_age_grp5_2000_2004,pi_age_grp5_2005_2009,pi_age_grp5_2010_2014
1010139,101,1,20.421020283,20.460988537,22.384911279,21.857653879,21.55812538,21.781326781,20.105250568,21.85341947,21.873459326,21.163692785,19.603267211,18.43100189,16.572702242,13.296606986,38.277291571,38.558225508,41.556024321,38.867645245,35.374315277,34.025304017,30.271498625,7.4298123158,7.7217219687,5.2586731589,3.3656798919,2.8585097476,7.2076261335,6.3926113727,6.3157894737,6.8207230712,8.0021482277,8.0064771501,9.7446114834,48.746978756,41.799320336,43.966681675,44.276185325,45.867245433,44.250417983,45.206213176,46.567751162,40.976569487,38.320678874,35.646574852,4.6459656551,4.792820317,5.9526140591,5.9236465045,6.1658785013,6.4697986577,7.61761259,12.263760519,12.712334851,14.482534172,16.278320627,17.790603483,4.1633935585,5.789186237,7.7289813881,10.071813285,9.4671058188,11.220324865,12.568222,12.603305785,12.631840179,13.58085605,13.645769933,13.05736396,10.489175936,1738.4547695,1714.8640017,1702.4294907,1738.7294017,1848.5564205,1873.8818752,2058.3425189,16.653574234,16.056799563,16.805721097,19.147217235,22.151845283,22.423990004,24.083326928,16.305689597,15.055525214,14.165215,11.723518851,11.527742589,12.561432736,14.243984934,27.628773426,31.458219552,32.868799853,31.238779174,30.749092137,30.645564348,31.854869706,21.344405791,17.786273439,15.604657559,18.904847397,20.048982349,20.824656393,18.733184718,18.067556952,19.643182232,20.555606491,18.985637343,15.52233764,13.544356518,11.084633715
1010140,101,1,24.058788001,23.514997888,23.768115942,26.805151641,25.232018561,25.303626769,25.092488338,29.634002361,28.546840423,25.990126166,24.093213729,20.850367948,18.56771067,16.279069767,49.436506339,47.334628707,45.771526002,42.816784379,35.565130925,31.764508835,33.8585209,10.291613453,11.449937682,7.1345707657,5.7700360104,4.7427652733,5.2947180403,4.4424388287,4.9828870546,5.4637371184,5.6928246689,5.7308886885,5.8720249707,63.31747497,60.450285052,60.623229462,62.573683685,63.733841066,63.686395674,63.697148476,63.668026669,61.348922601,62.752856224,63.397429703,6.7878691648,7.972875107,10.105418653,11.733554521,11.173469388,11.590227722,12.438535786,13.69476082,16.089213073,15.879461423,14.524421594,15.25446579,5.2122228149,5.5541497976,7.4909690094,10.089886303,9.6239070547,11.816715455,13.308947665,11.925694838,11.108269395,10.619027835,9.4216108717,9.2119587974,9.7347266881,9391.8819814,9049.9897462,9033.991859,9617.8001101,9559.4981523,9588.2992765,10174.082701,12.070410729,11.544787449,13.029976551,15.125900351,15.936040244,16.339088357,16.516601013,19.606797226,22.039473684,23.715064326,23.287100423,23.493831597,22.217575721,22.870005627,25.321953822,27.435475709,29.634324102,31.906661111,31.596598395,32.899217396,32.571750141,17.49599939,15.036690283,13.340515876,14.14369903,16.391184573,17.456239919,16.752954418,25.504838833,23.943572874,20.280119146,15.536639086,12.582345191,11.087878607,11.288688801
1010141,101,1,21.117228722,22.082049307,23.333975347,25.58362036,25.790162708,24.867071781,23.831043069,27.842401501,27.301070896,23.6600676,22.58805513,19.997989141,17.510781266,16.288579496,46.583352442,44.482957828,44.530046225,38.518943743,33.719842903,29.722802354,31.071362714,10.402806338,11.997703789,7.5556386759,5.4964875641,5.1170938595,4.217032967,3.5112666813,4.2571582928,4.2877200562,4.3805833602,4.6581102014,4.6370121695,62.836835117,62.99541093,58.097165992,60.882833787,62.69379845,64.23655914,63.569052473,63.240628779,64.069670421,66.512814944,68.189403421,7.6989920056,9.9992674529,12.557415913,12.304499296,13.227628149,13.208094582,13.007078682,15.836791148,16.945088322,16.623150566,16.718662507,17.079931081,4.9456066946,6.1258859027,7.8792547976,9.1568449683,10.680336773,11.526946108,13.722730471,9.6138439353,9.5050077042,10.256410256,9.2388255096,8.0216441997,8.9710492347,11204.788667,10687.218131,10708.688675,10753.886272,11044.803369,11021.01042,11727.112324,11.338912134,10.567679461,11.185039922,12.748448288,14.183867463,14.936037017,14.59919391,24.518828452,27.177040208,29.555960219,26.794058163,27.72949484,25.96624932,27.176764123,22.728033473,25.261385166,27.405799132,30.678568938,31.538565997,33.879967338,32.985733478,17.933054393,15.563820083,13.23714806,14.568658902,14.48940793,14.330430049,14.330497089,23.481171548,21.430075082,18.616052668,15.210265709,12.05866377,10.887316277,10.9078114
1010142,101,1,23.384870237,24.611054648,28.344202322,31.920678075,32.681800693,32.505094842,31.336691205,34.021830395,32.783505155,32.440911943,29.861819531,25.653621982,23.40548579,20.980054174,56.646122712,54.158199156,51.964370924,44.386694387,38.287560582,34.699474963,36.791137279,14.299980028,16.168239245,10.42387876,7.656139801,7.4992252866,5.2506949449,4.4397290459,4.4745651996,3.8382399494,4.8231001111,4.9536619372,5.3039476871,71.649812193,70.172482952,65.163060043,69.499796665,70.27972028,72.597668557,72.73875296,72.905119009,72.587244284,76.666132007,78.146811071,7.7106518283,8.9194546219,11.336057454,15.22261223,14.953157318,14.659524689,15.54736717,17.655161238,20.409207161,18.876635035,18.665002299,19.217491369,6.5402314879,7.5203725262,8.0789410923,10.850439883,12.014032666,13.772175537,15.487893939,13.131048914,12.716717035,10.291060291,9.2622509424,9.6309066688,10.048032228,26544.922735,25435.536824,24834.800017,25249.449863,25743.144978,25371.416447,26359.72327,9.2455724446,8.1722933644,7.5304078226,8.2697947214,10.305958132,11.175303455,12.128532105,24.145865291,28.294528522,32.768900549,35.348973607,34.518058431,31.360877684,31.39149486,20.276112118,23.12572759,25.64393036,29.237536657,30.693581781,34.541316527,34.284590753,17.257007391,13.2887078,12.324111615,12.697947214,13.457556936,13.445378151,12.81388686,29.075442756,27.118742724,21.732649654,14.445747801,11.02484472,9.477124183,9.3814954216
1010143,101,1,19.12296001,20.180161524,21.408596582,23.459616986,25.043478261,25.669389021,25.987691086,23.775743707,25.43817334,24.502589261,23.567982185,19.688943987,16.556291391,15.103338633,50.404883518,46.640438969,44.888658726,38.499167361,33.667519182,30.783543519,32.201707365,9.4004920368,11.542464613,9.0025575448,6.9464544139,5.4099662498,4.1140129177,3.8517038517,4.4636908728,4.2913732394,4.0914036997,4.1223404255,5.5765697612,67.590919802,64.506769826,64.431849599,66.393895831,67.988041191,69.814835105,69.920815707,71.581267218,68.031377606,58.106483,59.348807221,9.9526533833,11.514423077,12.806605683,14.263816055,15.310046467,16.100731113,17.418574775,15.189601461,17.320065197,15.712087536,15.473921331,15.977871787,5.4992901088,6.2086983249,7.1565986918,8.6959858777,9.1927738395,10.787486516,13.061886952,12.141623489,12.542723977,11.209408826,10.987212276,10.316311763,9.5294818344,8445.8687377,8324.1974673,8310.2168533,8332.428568,8390.51406,8302.1782382,9067.752729,9.2569805963,9.428307976,10.411696806,10.530355361,10.831618264,11.064879026,13.259473573,24.581164221,28.430920547,29.018853405,29.61854325,32.037502858,30.174140854,29.77206972,20.340747752,22.898417089,27.779915352,30.079054417,30.421526031,33.680073971,33.639122151,16.829152863,12.68633779,11.065794536,12.57195487,13.560484793,14.308830328,13.548796839,28.991954567,26.556016598,21.7237399,17.200092102,13.148868054,10.772075821,9.7805377179
1010144,101,1,16.530545573,17.453347969,19.081364829,21.990620115,23.148387097,22.816864639,22.135450006,23.644494131,24.02359642,22.781065089,21.301040211,18.293892589,15.920122036,13.950983033,46.243057824,44.689901207,46.57480315,42.053152684,36.322580645,33.637906279,34.899500704,8.8780487805,9.8619072434,7.7032258065,4.4641691685,4.2888234541,3.8163001294,3.6765957447,4.3527508091,4.7294002925,5.7779947917,5.7457825288,6.1845549738,58.050396309,55.613407094,54.597096571,57.118644068,60.283231413,60.032388664,58.538961039,58.604111406,57.826228441,51.788057743,51.138952164,6.6053404881,7.2546691137,8.7560008349,9.59045071,9.6667996808,11.057547454,11.299652912,12.816901408,13.837407618,13.254769921,14.000901104,13.748079877,5.1608910891,5.9648758184,7.980664891,10.058309038,10.762584523,11.470947151,12.085839993,10.8835711,12.677165354,13.392391871,13.212903226,12.765957447,12.738445782,5061.5512237,4821.9435508,5081.0846049,5156.6847534,5336.1791259,5338.0141881,5581.4699694,11.076732673,10.672347501,13.011739173,14.52866861,16.32231405,16.661973153,18.164676304,19.381188119,20.638054661,20.252540199,18.940719145,19.017655898,19.168309396,17.949178414,24.690594059,26.914683571,28.992798658,30.602526725,31.574004508,32.197503051,31.965520338,18.923267327,16.2319443,13.929170366,15.801749271,16.94214876,17.187646672,16.97943791,25.928217822,25.542969968,23.813751603,20.126336249,16.143876784,14.784567727,14.941187034
1010145,101,1,18.17156913,17.902769442,19.368475541,22.220290359,21.749654219,22.473656936,23.140495868,26.417197452,26.058788242,24.175588865,22.688824759,20.56092299,17.412433523,15.238611714,42.382952566,41.726680384,41.523595893,38.520385986,34.422544952,32.625399292,34.417938127,10.354870025,12.553246979,9.2064315353,6.1901061901,6.1788754952,5.6058114035,4.981091302,5.5687459529,5.8554242521,6.3490375412,5.6720634576,6.3645028063,58.544449562,57.752998106,51.183431953,53.854435831,55.64281872,57.264050901,58.062122336,58.911961929,58.594571849,41.137105841,44.193141174,6.0850962681,6.94134628,9.2118390422,9.9191339507,10.134874759,10.793795028,12.535344015,13.640922768,14.842436207,15.021584839,16.032430064,15.882144125,5.1123809524,5.7682619647,7.713963964,8.4796573876,10.165699081,11.876484561,14.279034426,11.642651297,10.603054094,11.318786404,11.013139696,10.385910386,10.882576077,5625.8591851,5445.7788103,5480.7451085,5604.7539892,5670.1408376,5631.0605681,5867.7067248,13.401904762,12.512594458,14.095345345,16.323034567,17.35002419,16.614897375,17.674907943,20.03047619,22.487405542,22.741491491,21.633527072,21.244557329,21.590839881,20.2232743,26.125714286,27.569269521,30.217717718,30.926888957,30.466860184,31.360009745,31.901338477,19.87047619,15.289672544,13.250750751,15.301315387,17.610062893,18.094890066,18.031445438,20.571428571,22.141057935,19.694694695,15.815234017,13.328495404,12.339362933,12.169033842
1010146,101,1,21.641715042,22.429906542,23.956488743,25.92181632,27.727900552,29.870363702,29.470834789,30.923164055,29.516368045,28.483828303,27.501068833,26.144495638,23.570257498,22.728553979,53.186723682,53.262757423,54.034910195,50.606008877,45.778660221,42.302844797,46.245852977,11.680219664,13.417548651,8.744820442,6.1127115592,5.4129561725,5.1189521518,4.4978754275,4.7400292337,4.3788819876,5.2462081862,5.8842547688,6.0813573181,65.378810746,64.94108168,58.51077727,60.357474946,62.666666667,65.004130525,65.254237288,65.611633875,65.505086111,67.458482237,67.04602679,5.6724028043,6.2172088143,7.1345826235,8.8275391956,10.442144873,10.783435541,13.32247557,11.901024836,13.715225845,14.989902012,16.404027981,16.889656165,5.0656370656,5.664915501,6.4686339652,8.320912449,12.979425959,15.758881923,18.713739045,16.289655172,16.552829075,16.174462274,14.286947514,13.035649982,15.566614283,8150.2041532,7954.4710862,7728.7861729,7769.5765718,7928.4719214,7710.0331918,8161.0365872,12.625482625,11.69061333,11.425965735,13.343270041,15.106680213,15.040491118,14.195778299,17.034749035,17.975821255,19.203960654,18.618365628,20.066040132,21.18599791,24.521663992,22.918918919,24.767390341,26.024363234,27.379949452,28.968757938,30.387931034,27.626218985,17.806949807,14.924995253,14.995765748,17.425960728,17.411734823,18.201410658,16.63374892,29.613899614,30.641179822,28.349944629,23.232454151,18.446786894,15.184169279,17.022589804
1010147,101,1,18.041051494,19.094970457,21.397502455,23.207573437,23.664122137,20.96873084,21.135865174,25.822287678,24.698469847,23.321382008,22.031297944,19.841743804,15.759607944,13.366516936,33.297336213,32.060518732,35.358495861,34.205763609,31.783483692,27.529123237,29.466759003,10.975609756,12.111930948,7.9805690493,5.603923973,4.593721145,4.8894668401,5.8704453441,6.2204724409,8.1818181818,9.0983272134,9.2997610733,9.4365710335,44.942157654,42.488827776,40.926444388,41.888083736,42.298624754,41.61977492,41.121495327,38.776255708,39.65280165,33.894392613,33.086971468,6.033717835,7.1626475115,7.6176861023,8.202337767,8.2969432314,8.3789994697,7.673783914,14.456950738,16.026174896,15.503691355,14.951394759,14.721211525,5.5648836651,6.3918525703,8.1448393841,9.4265734266,12.127894157,12.718462027,14.073432879,8.3172613308,8.7133436228,9.8983711541,9.1047883414,8.3139178418,9.3836565097,3712.0304549,3671.9742058,3747.9243587,3820.1054617,3876.3452866,4508.7019167,4937.6288693,18.205804749,18.273520854,18.988785402,21.631701632,22.840867328,24.817286304,26.646469018,21.527944351,21.057225994,19.397452956,16.587412587,15.931642778,15.141404512,14.982327058,30.223075078,32.337536372,33.99543813,35.020979021,34.07754502,35.438512869,33.744499748,16.442792036,15.548011639,15.263257936,16.074592075,17.135244395,16.18207817,16.085984275,13.600383785,12.783705141,12.355065577,10.685314685,10.014700478,8.4207181443,8.5407199019
1010148,101,1,36.541381929,36.113236419,36.736582357,32.948679016,33.742519564,32.185913706,27.078005115,46.926174497,45.469190495,43.219849971,40.190784737,36.606674821,32.573516617,25.466482377,49.098500664,49.60979342,53.238741518,52.68751898,49.608715667,47.287436548,44.254435033,15.772263897,16.049195263,10.188737149,6.932106599,5.6256992169,6.1255356693,5.2631578947,6.8392216135,6.9607295738,5.3869499241,5.7394711068,6.6243554145,64.665663886,59.426551453,62.039397451,61.68575183,62.935883015,64.419336914,64.606741573,62.613220274,60.271013354,55.171431285,51.610369207,7.6944678461,6.425891182,7.7658303465,7.7264757452,7.2838345865,7.2659803687,9.2698639943,15.469061876,15.873224619,15.659630607,14.709418838,15.06176119,7.5827455236,7.7061739522,8.9489284086,10.007740794,9.7159603246,11.229517589,13.331832001,14.066102998,13.864898211,14.864864865,15.72809575,16.275380711,15.454690746,3234.6271917,3115.7143209,3078.9826562,3174.0851468,3114.3114782,3063.1744533,3120.0448792,13.619099295,12.899954935,14.135886913,15.912860776,14.562669071,14.23169474,15.223510866,21.961475855,20.9215863,18.011855905,16.620590512,17.335437331,19.227684198,20.459407724,30.683667933,30.666967102,30.198358413,30.189096539,29.666366096,27.202933425,25.605224637,17.580032556,18.566922037,19.140446876,20.31405507,21.370604148,22.14965051,21.180047292,16.155724362,16.944569626,18.513451892,16.963397103,17.064923354,17.188037126,17.531809481
1010149,101,1,25.954198473,32.36120531,35.986964618,34.404719972,39.847800636,39.375830013,39.266672135,35.509717013,35.074626866,36.768093102,36.627475903,35.531382364,34.188034188,32.97929311,39.318237755,45.050368074,53.324022346,55.248326876,55.017561465,51.717842324,55.193900139,14.775633574,17.303628038,12.242849975,8.3734439834,8.2479298188,7.9196040198,6.8204502606,6.7656944595,7.0897832817,8.5797043548,7.8320987654,8.1448869322,72.025723473,68.925893466,60.494356337,62.791208791,65.722593151,66.082949309,67.651417844,69.038518083,69.091440257,84.456799843,84.350959198,6.3100869831,10.226192739,8.4605966879,9.9520601978,9.6042246982,8.8055490242,10.178825201,16.906170752,18.822262118,19.965493444,20.675134613,21.70781893,4.8177751705,8.7264009589,11.99097781,18.804780876,24.324764074,25.252021713,26.719606308,17.916797983,17.048417132,14.908418457,15.278474661,16.771784232,18.537345249,6795.5381851,6650.2322861,6537.2227013,7016.7801444,7347.1414405,7195.2165938,7125.5357428,19.491090416,19.45459994,18.580833943,20.745589072,21.412300683,19.762933422,18.46549603,27.102735206,25.130356608,22.244574494,21.343198634,20.859095347,19.884790074,19.595123588,28.877319058,27.395864549,27.0970495,27.928286853,29.498861048,29.406225767,27.552846438,10.992153699,12.316451903,15.331626433,15.993170176,15.370430632,16.638971973,18.129963091,13.536701621,15.702727,16.74591563,13.989755265,12.85931229,14.307078764,16.256570853
1010150,101,1,28.688631332,27.516139274,33.292707699,39.213560658,44.611250116,43.207899653,42.457819189,33.127858421,34.973528496,36.334178642,34.682794372,30.42661938,30.246314973,28.211517165,49.817803227,51.787225042,57.96689347,58.067375887,51.361615413,50.057793189,54.937494756,12.536259301,15.169424744,11.068914413,9.2469102872,7.6264787314,7.3187651752,5.2913901264,4.4040036397,4.4414775256,5.6660214675,6.5204403858,6.328810854,77.376171352,78.240923831,65.622508258,70.522320622,71.85992496,73.208447468,73.985368403,73.057082452,75.464684015,81.065774231,82.947085344,13.059286191,15.789805305,16.076780818,18.442233348,20.98563146,19.322588463,18.859901161,13.285024155,15.581475129,17.051630435,18.282748653,17.2881778,8.6087458508,10.9276969,14.51363552,19.67636744,24.139820961,26.483938547,28.088776575,17.533956606,17.629734945,17.19858156,13.097443498,14.172668267,14.30489135,2917.1964864,2763.7393707,2722.4935926,2736.1686339,2765.4393321,2892.6989101,3066.431088,13.522874874,11.713467747,10.623956465,10.324247831,10.358687047,11.417597765,11.756303906,38.872853226,39.349454833,38.420629522,37.913000677,37.768710797,35.701815642,36.070977311,23.055274931,22.397514771,21.48290149,21.196086876,22.203276293,23.702281192,22.55122782,9.1283013422,10.06883109,12.738853503,15.873992494,19.054868766,17.871275605,16.728011866,15.420695627,16.470731559,16.733659019,14.692672122,10.614457098,11.307029795,12.893479097
1010151,101,1,27.740371667,28.247213779,31.520897833,37.806844651,41.486647389,41.762980852,41.004252535,34.454855196,36.681844052,34.621930464,32.123373898,27.257142857,25.895212966,23.159231048,50.363196126,47.497467072,50.425696594,49.130980111,45.816326531,43.101069334,42.773054284,11.874551113,13.635549185,10.306122449,8.5374266989,8.0444735121,6.1082552162,6.3422153711,8.2290562036,10.636240572,11.772363772,10.625356396,8.6170212766,75.327452553,73.455377574,61.872146119,63.995633188,62.92395197,63.929053403,65.703168427,69.320754717,69.723640204,82.153874918,82.872733674,15.958268934,16.01762365,16.547510724,15.666666667,14.407636159,14.527027027,16.077242618,18.679245283,19.812347022,20.507034776,19.039170192,19.189602446,10.432297249,13.591217982,18.628965189,24.992134242,27.018087855,29.370172958,29.334730225,9.7100472016,9.8877708978,9.5681777459,9.7619047619,11.055536392,11.003924133,17406.592767,19023.671582,20941.595603,23709.258786,24014.424578,22815.628107,23705.142368,16.237942122,20.256142185,22.418914102,22.873623492,22.129198966,20.298052866,17.778941854,28.956770275,27.692106639,29.179042414,29.302569481,30.23255814,29.674752529,31.126244107,22.829581994,24.77783586,26.981109659,29.973780808,29.457364341,30.120744044,30.550026192,14.147909968,11.644014637,8.5778781038,7.7608809649,9.850129199,12.770586316,14.017810372,17.827795641,15.62990068,12.843055721,10.089145254,8.330749354,7.1358642445,6.5269774751
1010152,101,1,23.391895721,22.685529908,24.305976482,28.662420382,30.221618231,30.520243564,29.774639111,31.649122807,29.196816208,28.044847182,25.360082305,21.026396284,18.375821894,15.522117887,48.415841584,45.294482331,43.885589625,38.855993744,33.483169559,31.503044547,33.648353931,10.218105766,12.065690984,7.9343508258,5.5549620767,5.1199501506,3.6894449791,3.0983042203,3.5096391498,4.4067410613,4.9888888889,4.6302695232,4.3247344461,72.463533225,74.239482201,64.163557214,66.14213198,68.189053508,68.355434659,68.389596015,69.317921721,69.913700108,63.692117257,67.076591154,11.40322753,13.760379597,15.615942029,18.317358892,19.456083485,19.571197411,20.247046187,16.312056738,17.664670659,17.15833835,16.43081761,16.26758825,8.6081150488,9.5384345384,10.915945506,14.122867416,16.014869888,16.139868682,18.837747865,11.799286164,10.192703915,9.1833314713,8.2061467698,8.8238436065,8.5886384879,17489.030926,16380.363902,16827.507098,18786.185437,19323.262684,18828.642332,19868.063676,10.231124807,9.0733590734,10.204781081,13.120648764,13.553903346,12.597343106,12.049500651,27.899332306,33.941733942,35.618198955,34.610970852,35.449814126,34.066269659,35.37414966,23.410374936,22.929097929,26.38162968,28.896029378,29.6133829,32.867613376,33.412939644,16.219825372,12.776412776,10.633193385,11.0014536,12.178438662,12.040006108,11.260674483,22.239342578,21.279396279,17.162196898,12.370897406,9.2044609665,8.4287677508,7.9027355623
1010153,101,1,32.339630067,33.76466137,38.401486989,41.838835641,42.506793478,40.851437053,40.624799949,32.13961922,33.529916363,31.526295732,28.250401284,24.183650277,23.404096277,21.856894554,47.61811217,45.964142522,51.330855019,46.950656727,40.590831919,36.93158818,40.026885162,14.210526316,14.58998935,9.7181663837,7.3336931588,7.6686723851,5.0545383716,4.5480631277,5.4380883418,6.2767075306,8.1901408451,7.8215485808,7.8330943113,75.577808122,74.964399539,62.802784223,66.078793913,66.733711659,67.678384963,67.128657427,68.750888163,68.325761172,71.801833568,74.279514478,21.097018828,22.638748739,23.68902439,25.451228879,22.616125378,22.260063384,21.435034383,18.542138106,18.49922942,16.773238916,16.274395726,16.815840792,12.768833723,15.70244018,19.710745748,24.593280283,25.861470358,27.639575045,29.300906774,9.6015180266,8.8327137546,7.8878239262,7.6196943973,7.4011604372,8.2511842274,15348.055483,15907.476161,16005.370033,17048.543979,17366.407951,17239.622395,18043.200285,11.98230306,13.124851931,14.283695294,16.812555261,17.876052426,17.339220915,16.430571226,40.543197739,39.895759299,40.264757149,38.364279399,38.169429737,35.745201766,35.380886716,20.775470075,23.359393509,25.500541763,27.992926614,28.795243468,31.329515149,31.941832769,12.541477203,9.9407723288,8.7011824563,8.5720601238,8.8794375488,10.090499716,10.693243074,14.157551923,13.679222933,11.249823338,8.258178603,6.2798368197,5.4955624535,5.5534662154
1010154,101,1,28.539633624,30.277442702,34.072126221,40.474174428,39.305508427,36.630864895,34.659151335,39.042165539,37.871813031,33.202712886,31.565900014,26.264353775,20.930796267,17.864213346,49.563878912,45.531287686,47.27022289,44.175638079,36.17237869,30.977953646,32.932794556,13.425209043,16.620297569,10.915054858,7.2244205766,6.3589961718,5.6995708155,4.6878980892,5.5645061346,5.7552266855,6.79417977,6.2726317019,6.2196307094,74.135915846,74.179360652,66.374367622,68.360364927,69.902793159,69.932353627,68.841761827,69.91643454,69.105342201,70.659378998,70.821712079,14.336089494,16.208637128,21.305407601,23.403893565,19.733134427,20.647905759,22.415356711,21.992346329,22.748989342,20.438620439,17.575431999,17.865638586,9.2886740331,11.156438453,15.968299469,21.320918488,22.950440019,23.066901678,23.218586202,10.935763503,8.915602304,8.1045119148,6.9336047958,6.8513284341,6.5504040834,3278.3029054,3402.8957915,3582.7107794,3825.5961066,3910.256439,3941.7273378,4261.9802235,11.64825046,11.076622916,12.823539331,14.116625898,15.16905975,14.407234271,13.649242102,32.83839779,37.48669741,38.959615547,38.499171467,38.258452987,36.523871561,37.363649242,23.41160221,25.647392692,27.324846134,29.748283753,31.117801451,34.347459575,35.104122397,14.675414365,11.679673643,10.252086671,9.8950524738,10.020071021,10.008429765,9.5622609435,17.426335175,14.109613338,10.639912318,7.7408664089,5.4346147908,4.713004828,4.3207253152
1010155,101,1,22.233806855,23.21882249,28.732909893,33.971291866,34.195774041,32.978606692,30.828879807,36.322769162,37.097581318,35.437028763,33.983505694,28.025928108,24.738512164,21.648314224,52.531563191,52.594391698,54.031650339,49.226660732,39.359637775,34.602303895,34.660519698,13.30915928,16.190052298,10.974557999,7.8003291278,7.8373847443,5.0336071695,4.4278252612,5.5969280894,6.4875938994,6.9637259292,6.7314446266,6.163465833,73.838730782,72.377467288,63.53200883,67.811614731,70.086655113,71.386564126,72.272072671,71.983758701,71.623419827,67.099223664,70.459081836,9.0293453725,11.119704391,14.462110961,18.180310193,17.70698577,17.132011809,18.477996596,17.465521139,19.207920792,18.236120871,18.85988762,19.077586207,7.0709065771,8.7905750536,12.912936703,17.281266982,18.238801407,19.23384517,21.399679463,13.202299277,11.97114867,10.237009013,10.198361363,9.5776193088,8.4241408215,2793.0924375,2678.181145,2785.5100197,2842.0151077,2886.2548634,2759.5004085,2892.1107482,9.500296267,9.7380128522,12.572288679,13.748932536,12.979666718,11.756238004,11.470655575,24.214892356,26.248146317,28.543135546,30.983619284,35.453294603,33.557261676,32.961917118,21.44973336,23.035096391,25.461459241,27.785109852,28.894664424,33.965131158,34.969091048,18.615445388,16.23002142,13.879426444,13.321947054,12.345207155,11.780230326,12.302526139,26.219632629,24.748723019,19.54369009,14.160391274,10.3271671,8.9411388356,8.2958101198
