ID2,municipality,urban,pi_lowincome_1981_1984,pi_lowincome_1985_1989,pi_lowincome_1990_1994,pi_lowincome_1995_1999,pi_lowincome_2000_2004,pi_lowincome_2005_2009,pi_lowincome_2010_2014,pi_basiceducation_1981_1984,pi_basiceducation_1985_1989,pi_basiceducation_1990_1994,pi_basiceducation_1995_1999,pi_basiceducation_2000_2004,pi_basiceducation_2005_2009,pi_basiceducation_2010_2014,pi_notemployed_1981_1984,pi_notemployed_1985_1989,pi_notemployed_1990_1994,pi_notemployed_1995_1999,pi_notemployed_2000_2004,pi_notemployed_2005_2009,pi_notemployed_2010_2014,pi_manuallabour_1991_1994,pi_manuallabour_1995_1999,pi_manuallabour_2000_2004,pi_manuallabour_2005_2009,pi_manuallabour_2010_2014,ph_overcrowded_1981_1984,ph_overcrowded_1985_1989,ph_overcrowded_1990_1994,ph_overcrowded_1995_1999,ph_overcrowded_2000_2004,ph_overcrowded_2005_2009,ph_overcrowded_2010_2014,ph_nocarowned_2003_2009,ph_nocarowned_2010_2014,ph_oneadult_1981_1984,ph_oneadult_1985_1989,ph_oneadult_1990_1994,ph_oneadult_1995_1999,ph_oneadult_2000_2004,ph_oneadult_2005_2009,ph_oneadult_2010_2014,ph_rentedaccommodation_2000_2009,ph_rentedaccommodation_2010_2014,pi_residentialtransience_1981_19,pi_residentialtransience_1985_19,pi_residentialtransience_1990_19,pi_residentialtransience_1995_19,pi_residentialtransience_2000_20,pi_residentialtransience_2005_20,pi_residentialtransience_2010_20,pi_anycrime_1991_1994,pi_anycrime_1995_1999,pi_anycrime_2000_2004,pi_anycrime_2005_2009,pi_anycrime_2010_2014,pi_foreignborn_1981_1984,pi_foreignborn_1985_1989,pi_foreignborn_1990_1994,pi_foreignborn_1995_1999,pi_foreignborn_2000_2004,pi_foreignborn_2005_2009,pi_foreignborn_2010_2014,pi_anycharlson_1987_1989,pi_anycharlson_1990_1994,pi_anycharlson_1995_1999,pi_anycharlson_2000_2004,pi_anycharlson_2005_2009,pi_anycharlson_2010_2014,population_density_1981_1984,population_density_1985_1989,population_density_1990_1994,population_density_1995_1999,population_density_2000_2004,population_density_2005_2009,population_density_2010_2014,pi_age_grp1_1981_1984,pi_age_grp1_1985_1989,pi_age_grp1_1990_1994,pi_age_grp1_1995_1999,pi_age_grp1_2000_2004,pi_age_grp1_2005_2009,pi_age_grp1_2010_2014,pi_age_grp2_1981_1984,pi_age_grp2_1985_1989,pi_age_grp2_1990_1994,pi_age_grp2_1995_1999,pi_age_grp2_2000_2004,pi_age_grp2_2005_2009,pi_age_grp2_2010_2014,pi_age_grp3_1981_1984,pi_age_grp3_1985_1989,pi_age_grp3_1990_1994,pi_age_grp3_1995_1999,pi_age_grp3_2000_2004,pi_age_grp3_2005_2009,pi_age_grp3_2010_2014,pi_age_grp4_1981_1984,pi_age_grp4_1985_1989,pi_age_grp4_1990_1994,pi_age_grp4_1995_1999,pi_age_grp4_2000_2004,pi_age_grp4_2005_2009,pi_age_grp4_2010_2014,pi_age_grp5_1981_1984,pi_age_grp5_1985_1989,pi_age_grp5_1990_1994,pi_age_grp5_1995_1999,pi_age_grp5_2000_2004,pi_age_grp5_2005_2009,pi_age_grp5_2010_2014
4400008,440,5,25.525715733,29.014653866,26.603094288,23.743315508,24.725062705,24.164863085,25.822032324,41.689466484,39.596390073,36.122177955,32.58696105,28.377699648,24.399421129,22.47833127,34.388452773,32.9493786,32.577600467,30.092367526,28.583831758,28.512280041,33.392160505,13.959143969,14.419056879,10.843141038,5.8624258963,5.7310050158,3.7746585736,3.9236641221,4.5785639958,5.2179158498,5.0778298323,4.1709653648,2.985503086,20.845129496,18.808060597,34.594391116,34.4038782,35.474819081,34.170174384,34.393280336,36.05432243,38.216378448,21.479837218,21.552093754,6.9194151649,7.0967741935,6.1348833952,5.0901747789,5.8421124641,6.4634963161,6.9880166958,13.344333299,16.01978372,19.485294118,21.31200517,22.590912708,1.2979729188,1.6321447299,1.7201090484,1.9036021023,2.4571758517,3.217325989,4.3508727226,7.6690211907,7.5897635497,8.1380651434,8.8655218985,9.9369530441,10.393832435,48.971269436,47.884809416,48.355259426,48.970193032,48.924447061,50.152542156,49.276843053,20.551237882,19.933141059,21.102167986,23.541853609,23.218066337,22.521281923,19.945215951,22.634404295,21.368641846,19.71958977,16.453018844,14.653236672,14.509263896,15.103834883,27.882381219,29.417933928,30.338829028,31.726701705,32.264066209,30.958938408,29.035545929,15.44748017,15.443104352,16.045696482,16.895269837,18.78488484,20.205307962,21.684290992,13.484496435,13.837178815,12.793716734,11.383156006,11.079745942,11.805207812,14.231112244
4400009,440,5,26.484576709,32.287681714,29.48001719,28.963834977,27.644584648,28.486267831,29.284307288,47.048710602,42.977025726,38.76439272,34.812791624,30.633380573,26.489199214,24.200246941,38.375882672,36.997377622,36.183927804,34.552974865,34.595162986,36.289120715,41.748741519,12.853126255,12.217626472,9.4952681388,5.2693208431,5.2418472313,4.149548069,4.5447033548,4.4780980296,4.4899306702,4.7113470471,4.6324269889,3.1260392418,19.140066698,17.788461538,37.106017192,37.664690382,38.540145985,35.891945314,35.223140496,36.900985139,40.351458886,21.837361907,22.811671088,5.3369728916,5.617357002,5.7642903019,5.6582722346,4.4865792759,5.330507144,5.564231117,12.5,15.650140318,17.02087994,18.613714392,20.880990642,1.9141323792,2.2383048571,2.441216115,3.1734262623,3.625200994,4.3144560358,4.9000392003,9.0543259557,8.981521272,9.1632198536,9.6424815983,11.081541409,11.939155176,31.167258334,29.894024605,29.781318747,30.080062209,30.512813789,29.930096789,28.456311071,18.416815742,17.055883011,18.720982477,20.738488915,21.590410759,19.694485842,17.05997648,21.001788909,21.017682608,17.897259248,14.413880033,12.622423622,12.921013413,14.700117601,27.397137746,28.642841155,29.796315711,30.325498628,29.571700044,28.286140089,24.994119953,17.674418605,18.078042229,19.67949678,21.947060132,21.670808361,22.034277198,23.28498628,15.509838998,15.205550996,13.905945784,12.575072292,14.544657214,17.064083458,19.960799686
4500002,450,4,20.131741457,21.20036513,20.072992701,21.571371451,21.002220108,20.217593352,21.317542561,27.638326586,29.01429367,28.739482068,26.794577376,24.241603467,21.547652916,19.845710871,34.345409634,33.698463411,37.794778214,40.277222444,39.74627339,42.876667396,47.739888977,10.650165592,10.629081701,7.497621313,3.8869451126,4.3087496696,3.0743601393,2.9803145277,3.0719482619,2.8163466273,2.5490381882,2.1894178139,2.3160548291,31.769542349,29.123630673,35.463640436,38.348882621,42.482938579,42.447865913,41.92271442,41.771114934,43.82629108,38.931498444,39.866979656,4.8866356851,5.6131168554,6.1006714903,6.6713838067,5.5006845296,5.2658574115,3.9945974706,12.603062426,13.373196113,13.019768234,13.516834603,14.548095394,1.9741636303,2.3786725798,3.2353375683,4.4938505203,4.0038436899,3.9764952105,4.7900696525,8,8.8854576081,10.149273624,12.4452902,14.984692762,15.775839281,759.72655507,798.36512738,817.06278567,850.5799193,879.58119146,1000.5876263,1033.8458316,20.920834713,18.827798216,16.777465898,17.724692526,19.44724078,18.115592047,16.950075878,21.291818483,21.765862017,20.22455311,16.996215705,13.013635948,11.382113821,12.288415892,29.473335542,30.418787482,30.782488797,29.120151372,28.557701107,27.304193834,25.46791704,16.011924478,16.096356398,18.013492884,20.605487228,22.229340167,22.261128552,20.004669442,12.302086784,12.891195888,14.201999311,15.553453169,16.752081999,20.936971746,25.288921748
4500003,450,4,22.87760691,24.313558116,23.372902169,21.23433751,21.8230563,22.480514153,21.025280899,28.798546446,30.445393533,30.608997541,29.160878022,27.476349471,24.461646728,22.559309849,23.16277111,24.925309432,28.871605949,31.564916022,34.423592493,38.747607328,46.194889076,9.1309503642,9.7573980272,7.6809651475,4.8400328138,4.1561359169,3.7100456621,3.5209737014,4.1105769231,3.0739673391,2.4456521739,1.8315018315,1.2179208351,32.256177804,28.793938118,37.727790433,38.366039247,38.311164853,39.763079961,39.76904376,42.028688525,42.264786361,30.501222494,28.162492107,5.0121158016,4.3796925277,3.5707779195,2.9212849897,2.550362211,2.5782881002,1.9120043455,9.9109131403,10.290502793,10.694493574,10.928433269,11.444444444,2.751335036,2.9196473133,2.9704655715,3.0110375276,3.676821698,3.9170963903,4.4476926289,5.8905380334,5.9626142721,6.9314849374,9.0750670241,10.582444627,13.044088739,652.82813108,729.14083987,712.2177251,686.73087269,634.84262618,611.22744088,581.27033768,30.14859531,27.6992181,23.75521321,20.971302428,19.004870595,17.969059897,15.431196492,25.655908985,21.285975711,19.414418248,16.732891832,13.360710534,11.711622372,12.434746294,36.32458788,39.460988188,39.441654609,36.167770419,31.257759526,27.538675129,23.094591773,6.3153006733,9.1166195309,13.541578007,19.849889625,26.855123675,29.65093217,29.84965546,1.5556071511,2.4371984695,3.8471359265,6.2781456954,9.5215356699,13.129710432,19.189809981
4500004,450,4,23.272854152,23.300142248,23.038652889,25.577651515,26.797009776,26.371389804,26.740585356,33.960323292,34.807203879,34.232434232,32.701125469,30.803616784,26.90263712,23.870374157,37.042204395,39.63963964,45.015308075,48.93012687,50.569977967,49.515503876,54.000599341,13.800119689,13.094110964,9.5698821726,5.6686046512,6.0233742883,4.1227913618,3.3671988389,3.2654854298,3.5509736541,2.8193325662,2.6007802341,2.769763416,34.938892883,32.906658996,31.003201708,34.037320989,37.32127225,40.607616602,41.829408386,44.235192639,46.728031066,36.91091954,37.681576298,4.6388493757,4.1381200329,4.262295082,4.4146861894,3.7514209928,4.219153134,4.1050523722,9.8374236305,10.878485889,11.600928074,12.014931852,14.486675404,2.2405835939,2.8982662741,3.5478719711,4.879753915,5.5387496399,6.3431216549,6.9981583794,9.3561687282,9.7206276311,11.21946601,13.698630137,15.939922481,15.84257317,1771.7506731,1612.169909,1518.6790576,1508.180372,1464.0713154,1457.7428734,1431.6043738,20.842638082,17.520444881,15.955009373,16.519854586,16.184096802,16.685954,15.690607735,20.961738872,18.298985934,15.767548427,13.436800895,12.237107462,11.854477072,13.362799263,29.216912312,28.635917566,28.376032771,25.971756152,23.984442524,23.716186894,22.953959484,18.870031264,21.779522408,22.099562591,24.105145414,24.575050418,23.940402141,22.069981584,10.10867947,13.765129212,17.801846837,19.966442953,23.019302795,23.802979893,25.922651934
4500005,450,4,24.520754717,25.697558545,25.350665054,28.717618853,28.776122784,26.549067768,27.827087442,38.590218363,38.059424327,35.30726257,32.445911773,28.36279303,25.548394726,24.234767128,53.655224444,53.96064267,52.871825877,52.692510086,49.702667497,47.211833659,53.026899688,13.45126082,13.155586739,9.7581695645,5.5874965113,4.6622473018,2.2981019725,1.8385882005,2.558927413,3.0411193604,3.3308047721,3.237360518,3.3066199744,52.530295686,47.775628627,54.200166343,57.796303008,59.250302297,59.351988218,58.84279476,59.918644068,60.521576736,56.838740393,58.367238044,6.9360608093,7.5233947929,8.2568807339,12.063520306,8.7527162103,8.7983014862,8.8956675873,15.243940239,16.089336757,16.019627652,16.74019259,18.016688949,1.9777369502,2.6492738031,3.2727272727,7.8079225576,6.9877125481,8.0081218274,9.7083169097,13.718973933,13.022974607,13.407004619,15.540578807,15.953111917,16.402783104,1477.9607319,1425.2354062,1440.7005464,1504.9273041,1544.3182043,1573.2554808,1621.1049591,12.001513023,10.588129819,10.811529933,12.363605486,14.000248231,14.391878173,14.501379582,23.576137469,24.959655729,24.594235033,22.735957203,19.862645319,18.785786802,18.667717777,20.215065384,22.875201721,25.033259424,26.841591305,26.672458732,25.640609137,24.60386283,19.782773155,15.671507979,14.035476718,16.779178873,19.353771048,21.356345178,20.453291289,24.424510969,25.905504752,25.525498891,21.279667134,20.11087667,19.825380711,21.773748522
4500006,450,4,25.049701789,25.277280859,29.680816058,36.386579572,39.549791294,38.472243699,37.98473758,41.832669323,42.372381233,44.337016575,40.15942304,37.109987799,36.849315068,36.724021592,59.721915692,61.824686941,65.021388615,68.185866983,67.039355993,62.811195299,66.13731901,14.110178169,13.657957245,10.062611807,7.3913715788,6.2898956874,3.427205101,2.4691358025,3.8735177866,5.1898037777,5.7535733671,5.2565482598,3.9669718183,59.285080492,54.736842105,60.047531027,64.063157895,64.516761419,62.8586996,65.332854836,67.824074074,69.188224799,77.540441505,77.627118644,6.2336387435,8.598942086,10.565754964,15.378531073,7.9019697664,7.8095463138,9.8475827578,13.649172244,14.447556008,15.267077555,15.889691399,16.74553102,2.3913723038,4.4453135184,9.5547419393,19.413259903,23.214673323,23.214082907,21.480720967,16.32471008,16.518591642,16.09263658,18.410852713,19.653626102,18.791841818,504.10980245,482.50601791,532.8158389,593.96377992,579.68626382,554.0064202,552.14493404,15.411065958,14.378829357,16.522971537,16.79728871,15.476448882,13.515048268,13.210130048,19.568615192,18.172337375,18.955946616,18.00466003,17.310614283,18.852924475,19.58704084,20.803376055,22.552470343,24.660446439,25.884346537,26.579118732,24.281658149,23.397216518,17.427321038,14.900273758,13.605763553,14.753230248,17.733883221,20.181714935,20.944558522,26.789621757,29.996089167,26.254871855,24.560474476,22.899934882,23.168654174,22.861054073
4500007,450,5,22.156643803,21.934283943,21.207815275,21.23655914,22.310756972,23.227091633,25.464721167,32.389558233,33.010149977,33.807288791,33.320904797,32.781717888,30.188875052,28.392783928,31.80730579,32.386856789,36.719952635,37.780017921,39.924512476,41.444223108,47.941235259,12.860931055,13.440860215,10.526315789,6.5537848606,5.2868279033,3.9230384808,3.0737318499,3.2188455314,2.9026053506,3.1050825298,2.8480048736,2.4973829819,27.229020979,25.331742955,28.699106256,34.052128258,36.527480371,36.976824628,37.990275527,39.676297081,43.223497838,30.443627259,33.308483674,6.0635123615,6.5406976744,6.2303975587,5.5114822547,6.8404163732,6.1705449409,5.2451708767,11.869216533,14.327118153,15.346260388,17.713833157,19.151536313,1.4347912131,1.766358892,2.3029723484,2.3119581348,3.5233541743,3.607958526,3.965785381,8.5679063078,8.9875666075,10.114247312,12.686097714,14.651394422,15.960423746,468.34890161,461.76835275,465.27618705,474.6952034,504.33382919,529.23844069,524.51497961,24.114387493,21.918908069,19.555343055,19.151761306,20.338359691,20.386717108,19.015976248,21.106273501,19.614612605,19.340186469,16.667968445,14.306730416,13.352949419,13.396013007,31.723728478,31.898835809,30.958642123,28.641724596,27.46598014,27.12624352,26.480984024,12.398575104,14.074668808,16.399713125,20.0968523,20.588451637,20.197562001,18.29492436,10.657035425,12.492974709,13.746115228,15.441693353,17.300478117,18.936527953,22.812102361
4500008,450,4,27.930467465,30.526315789,31.121923833,30.386433139,28.59922179,27.789512352,27.96920477,44.785894207,42.961430831,40.318302387,36.628085629,31.254894283,27.545136591,24.686272631,37.937514682,35.216165414,35.744362309,34.992123066,32.360570687,32.528239508,36.822833537,14.617278162,14.938374571,10.755975542,6.0978969602,6.4313210027,3.4044078122,3.0775776486,3.6698557761,3.7391180248,4.2321990277,3.7084398977,2.7817403709,23.113160269,22.023047375,35.160142349,36.644125106,37.747119898,36.91848058,37.040714995,37.637130802,38.9955897,23.426795678,21.68160478,5.5139494692,6.1767327072,6.0505036175,6.3192044573,6.3716691978,6.3845532831,5.7456784939,13.384069001,16.498535633,19.042132982,21.587250483,24.656643641,1.3484907879,1.5955714751,1.9131127939,2.4849594559,3.2200012854,3.7735849057,3.7710795379,8.3527764816,9.9560213343,10.240014827,9.9962942375,11.08458077,11.839263919,43.375250767,41.775494007,40.956471057,41.601320945,42.333635322,43.112195227,40.977900485,18.871030968,17.531748616,17.835791152,19.618100968,21.897294171,21.600302896,18.304342053,20.274402195,19.133832628,17.443868739,15.020925974,13.194935407,13.737615953,14.685964679,26.726773814,29.391077825,30.317523582,30.60423751,31.338774986,30.005679308,27.898021511,17.326538612,16.834907196,17.769363624,19.408841224,19.345716306,20.344544709,22.772540167,16.80125441,17.108433735,16.633452903,15.347894324,14.223279131,14.311857134,16.339131589
4500009,450,5,27.057945785,28.325219085,26.297281886,26.644736842,26.829949711,26.285247983,26.955420924,45.50857531,44.800192585,42.396363243,39.240763297,35.310051272,31.234866828,27.415626445,35.613031584,32.297955209,32.398783501,31.569548872,30.676103557,31.616647021,37.272809476,16.143231025,16.748120301,13.13093686,6.8183878865,7.0349941224,5.3310886644,5.6928508385,5.6143914116,5.045202683,4.7563805104,3.8150616934,2.97112568,21.275315821,20.342967778,33.122441384,34.033858727,34.740494434,33.88969521,34.743811169,36.11655926,37.698796847,19.856595201,21.297192643,5.939524838,6.7345707968,6.0351257883,6.3119989129,6.1553159547,5.9492739075,5.7688415087,14.243027888,17.361221568,18.783585735,20.5985077,22.72798866,1.1204481793,1.4429741651,1.6810454199,2.1228203184,2.3298745942,2.5045394778,3.3935934031,8.4688455965,7.9642653488,8.1860902256,10.039113429,11.234019403,11.447689665,63.334691559,62.560782253,62.141633508,62.395197187,61.924503647,62.956863962,62.14806947,22.206660442,21.20352867,20.216950013,20.558503917,21.815519766,21.119529147,19.454487789,21.732026144,20.882167612,19.791930982,18.2208744,15.424279076,14.163170747,14.291151284,27.513227513,29.88657845,31.88277087,31.406368461,31.30052836,30.198484754,28.303203298,15.063803299,14.700693132,15.579802081,18.08819813,20.255904259,21.939765826,21.699968284,13.484282602,13.327032136,12.528546054,11.726055092,11.20376854,12.579049527,16.251189343
4500010,450,5,30.510455903,32.689684122,32.194467382,31.947865353,31.919549812,31.060606061,30.215231788,50.732064422,48.832271762,45.036984013,40.091141492,35.841864518,30.285897162,27.306468717,39.23886219,37.663973135,38.398018167,36.412151067,34.003751563,33.838331431,39.145281457,16.014418126,16.020114943,11.859107962,6.5580574868,7.3158112583,4.3964671246,4.8113810742,5.6298160088,4.7973400887,3.8850537807,3.2352941176,2.8873917228,20.956302906,18.152866242,35.896935389,35.250316857,36.018808777,35.489979486,35.84063745,35.759036145,37.070063694,20.168,19.856687898,6.5640932265,7.68013265,7.7389984825,6.4976468802,7.7967922646,7.597282273,6.7709549381,15.435067774,18.552760245,21.170883186,21.979820016,23.650107991,1.49767602,1.8322562318,2.2050017612,2.4704391892,2.9255319149,3.5216857906,4.1578370479,8.1958581959,8.0511973576,8.4359605911,8.8057523968,11.113417038,12.862168874,36.679221995,35.565795912,35.852070461,35.883563167,35.136986287,34.997833194,34.567997389,18.875882252,19.181876287,19.633673829,20.826295045,21.298159862,20.610521758,18.8016076,21.595799621,19.721610681,18.365621698,15.969876126,14.634847614,14.122826009,14.702228718,25.408848339,27.476741709,29.531525185,30.933277027,30.707303048,29.537417912,26.598465473,18.187295576,18.308358781,17.470940472,18.728885135,20.550603795,21.988886483,22.974059189,15.932174212,15.311412542,14.998238816,13.541666667,12.809085681,13.740347839,16.923639021
4500011,450,5,28.184281843,27.976124682,27.298820028,27.385554425,26.078225112,26.808082655,27.302245874,47.547403133,45.647058824,44.678055191,42.006563526,38.858752347,36.217979468,33.444506207,39.081443446,38.819498176,42.415222706,43.855544252,43.310700966,42.561945689,45.819428159,13.154415653,13.641912513,10.624462083,5.7419767761,5.5109587806,3.7044745057,3.3486748135,3.4686458649,3.7851585877,3.376699313,3.2075210839,2.3885775287,29.507240743,26.701153999,37.598343685,41.569308494,43.520338727,42.274486454,42.60523322,43.204868154,44.581509484,31.62819713,33.399655127,5.8858384357,5.3498925245,6.119047619,6.036499766,6.8049065421,6.6364902507,5.7079523414,14.410480349,16.783964365,17.697829431,19.013742926,20.336684219,1.1433926898,0.9783263095,1.0920786895,1.7524644031,2.8573395759,3.0009807127,3.1527415144,11.100967683,11.321356437,11.790437436,12.852634599,14.583523818,15.919545414,51.564469319,51.375340036,51.690574941,52.953701122,56.181961566,59.133365442,59.231201966,19.559512652,18.046357616,16.553220136,18.035779482,19.429909116,19.123896698,18.18537859,21.124648547,20.311559302,19.111377066,15.779481563,13.880473699,13.762667538,12.950391645,24.058106842,25.707405178,26.539008153,25.73932092,26.294409254,27.19843086,27.637075718,17.441424555,17.5346177,17.301219239,18.539612997,18.858441201,17.894736842,17.2845953,17.816307404,18.400060205,20.495175406,21.905805038,21.536766731,22.020268061,23.942558747
4610001,461,3,18.020793223,19.090290381,21.43333651,23.119528319,24.275392409,24.822307272,24.506431349,25.782446925,27.951590061,27.840909091,26.832061069,24.973958333,22.450631272,20.426055526,23.161340008,26.327132486,34.365767655,34.161157763,35.14658251,34.655940014,39.522883637,11.813507829,12.131499017,9.0607092434,5.7486526595,5.5638647921,3.1799379524,3.6503211656,4.2550405865,4.0574596774,3.5167659773,2.8902999781,3.0169317599,33.570131818,31.400817996,29.126963688,35.818096578,40.240397178,42.945093605,44.681595521,47.455040872,49.263803681,46.746295566,49.437627812,9.2384065868,8.7034277198,8.3103204675,6.3965087282,6.0986388545,6.9660757773,6.8790018059,14.248729504,13.403985372,14.271681168,15.071404849,17.301277613,3.7168331722,4.1655486987,6.5012932048,6.111239593,6.8982602951,7.8163837326,8.4813227189,7.4252830889,7.9862765653,8.897623727,10.646956233,12.028430837,12.189650015,342.34068473,431.3624987,492.43837651,500.5881195,525.42974763,546.93595533,566.78589497,27.006123107,26.643412933,24.653185986,22.531221092,21.537106364,20.381828759,18.917125944,32.753249543,26.046418031,22.919115918,20.045097132,18.151288262,18.282299434,19.218207798,29.885057471,32.807888382,35.086997414,34.86933395,33.637965206,30.493415834,26.587058583,6.0264260393,8.170110008,9.9459205267,13.968547641,16.301475446,19.858268549,22.310675648,4.3291438393,6.3321706466,7.3947801552,8.585800185,10.372164721,10.984187424,12.966932027
4610003,461,3,22.453056332,26.397557666,28.301586459,27.167713871,29.270871644,28.841890574,28.663992595,24.801482266,28.82492436,27.736113652,27.085451335,25.561091106,24.834065626,23.653686827,37.874550539,38.160482941,41.857627838,40.818397024,42.175651455,42.802694558,47.594501718,10.515964073,10.93772646,7.8128590468,5.185250842,5.1502335007,2.800982801,2.7675995946,3.9476157654,4.8776182631,4.7334901601,4.0863531226,3.4841366204,49.499021526,46.673602081,42.724835486,49.930458971,54.092215419,55.67849198,56.568699903,58.075340983,59.672301691,63.329359248,64.754226268,10.784713722,13.159658609,10.707907708,9.4540918491,8.6771942238,7.6553055476,7.5463343665,13.301575669,13.504521079,14.481091088,15.869730966,16.353403419,3.2845368434,5.8151693075,7.3090238457,8.1037960203,8.8793155029,9.2314106191,10.546594982,8.8511076765,8.5826437513,9.4304072661,10.947194264,13.437333806,14.935236585,224.36974867,476.79059852,581.73422117,624.97485914,628.7925847,631.78102546,629.86436751,21.109607578,22.400064345,23.289222506,23.095216593,20.813139472,17.980405586,15.61827957,32.894574978,33.012949409,27.074772705,23.585899636,22.042721235,21.884398916,23.396057348,25.550498216,28.231319875,32.390720549,33.519973509,32.992281458,29.74300944,26.081242533,7.5162996679,7.8420332985,8.7067654577,10.861254102,14.291270269,18.239480659,20.779569892,12.92901956,8.5136330733,8.5385187822,8.9376561606,9.8605875666,12.152705399,14.124850657
4610004,461,3,24.825636192,25.163983304,21.629474663,19.52297728,19.649672179,18.708487085,18.300546894,24.463519313,22.179878049,22.379141771,23.313024486,21.034374015,19.70579807,17.425,33.83600377,33.303518187,36.982798698,40.896473733,41.139054702,43.330258303,45.506489266,8.1589366516,8.6974401151,6.1747724826,3.1549815498,2.9222104318,1.7804154303,1.6964908204,2.608110382,3.1778018912,2.9207847765,2.5072324012,3.2321736985,29.812741504,26.899082569,34.231566479,35.404590772,39.932773109,41.089108911,41.330585811,43.537321625,43.840978593,48.231785258,47.93883792,2.7441799974,2.2210300429,5.2036005144,4.5122440787,3.3325689826,3.5625752532,3.7862330085,10.574196597,11.380838102,13.210239943,14.022969374,15.155497153,1.4672966924,1.50091893,2.5414811817,2.9422802672,2.9999284027,3.2443641715,4.6164566518,14.689125588,12.959088796,14.07422638,14.854682454,14.71402214,14.472287976,320.74432194,312.51635959,395.75843315,425.10690333,446.23023027,477.11762165,550.64599635,21.387714499,18.399019808,16.471064346,18.681978533,19.732225961,19.620041474,20.457580861,17.135041035,17.306514192,19.63577499,12.827441267,10.574926613,10.629473543,11.427907787,34.419298682,33.867674086,31.671388102,28.079261428,27.572134317,26.617165028,26.839324081,12.372544143,14.93771697,17.749898826,22.374840501,22.51020262,21.860994046,17.705127461,14.685401641,15.489074944,14.471873735,18.036478271,19.610510489,21.272325908,23.570059811
4610005,461,3,19.075,20.953206239,19.57453095,19.549812422,18.154211777,18.801158544,20.975779349,22.43204578,22.662076879,21.854826012,20.956686598,19.953627932,19.040866314,17.156689101,21.45,19.670710572,23.622396218,26.691677088,29.086348033,32.766654074,39.077529262,8.9157952669,9.7957482284,7.7898072353,3.5008185367,3.5345926527,2.8477094511,2.7457440967,3.1156930126,3.5933391762,3.5684121622,3.4879032258,3.0247479377,21.026682135,19.220921726,18.672712284,23.070629943,26.443075519,28.496503497,31.035931918,33.073385323,34.546452085,27.213114754,31.217995611,5.2723519136,6.497871387,6.4568200161,6.0430382234,4.6161182642,4.7619047619,3.94268272,14.574357451,13.829413829,15.914077838,16.686700907,16.88986608,2.4475524476,3.0653737879,3.5086095168,3.4110341103,3.3294859274,3.5689773507,4.0844276162,5.4032039099,5.3922292805,6.6277615673,8.4499603908,10.930613273,12.469579326,265.96069604,298.89486034,334.81734527,344.46445918,349.11257849,361.83576498,384.74750241,26.8502331,24.42915233,22.310683207,23.076230762,23.11995028,21.491077557,19.390961089,22.843822844,23.146700031,23.449361229,18.216182162,13.788511054,13.409402883,14.033674374,36.48018648,37.264101762,35.373079059,32.805328053,31.350439492,28.989361702,26.375573995,8.1148018648,10.019810239,13.358637289,18.441184412,21.814791796,21.722717914,19.310400387,5.710955711,5.1402356376,5.508239215,7.4610746107,9.9263073781,14.387439945,20.889390155
4610006,461,3,18.728491215,20.141806723,20.54027744,19.471826701,18.613053613,18.818555759,20.206255666,18.848920863,19.06154071,20.133244504,19.804941482,18.745450133,16.921089713,15.784608274,21.228038399,22.93855042,29.30153322,31.714737739,33.974358974,38.916819013,43.733000907,7.9446283479,8.3607155896,6.5151515152,3.8848263254,4.3744333636,2.5989367986,2.5404630199,3.1876992312,3.3502729155,3.0495552732,2.7812004929,2.4948382657,25.510587646,23.090099349,24.660766962,30.196399345,33.607784431,35.050770967,36.842105263,40.347185692,41.555327167,32.14031339,33.45323741,3.6117881675,5.2485723883,5.6047944627,4.8283834252,5.0775862069,3.8825118163,3.9879608728,11.910579037,13.756067335,14.721499219,13.821552251,15.199376036,2.5619575447,2.6012485993,3.57567589,3.8629437443,4.1521651153,4.0366242038,4.4347826087,6.7100977199,6.6196154782,7.7765607886,10.361305361,13.631170018,14.91387126,533.10722226,556.57331762,561.89510613,540.90194356,550.53799114,559.42624115,563.40387846,27.386803304,23.123099088,19.535399984,20.245449304,22.258195063,21.831210191,18.916996047,18.7284325,20.273731391,20.867359074,17.519149988,12.262242007,11.058917197,13.723320158,37.697375301,35.625100048,32.664711012,29.32213162,28.628085795,27.420382166,25.636363636,11.523580466,14.446934529,18.702925553,23.161189358,23.812221773,20.987261146,18.671936759,4.6638084283,6.5311349448,8.2296043764,9.7520797298,13.039255362,18.702229299,23.051383399
